date,sku,brand,segment,category,channel,region,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold,revenue
06/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Single,4.16,0,5,177,238,17,70.72
06/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Single,4.45,0,5,123,178,11,48.95
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,5.46,0,1,158,205,15,81.9
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,2.94,0,1,146,179,14,41.16
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,5.3,0,3,0,133,0,0
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,2.75,0,1,126,158,8,22
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,4.63,0,3,84,132,7,32.41
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,2.05,0,1,228,217,14,28.7
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,4.58,0,3,64,87,6,27.48
07/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,6.98,0,3,155,201,14,97.72
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,5.13,0,1,224,216,12,61.56
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,4.29,0,1,177,169,19,81.51
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,5.68,1,3,264,227,50,284
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,7,1,1,192,214,30,210
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,7.84,0,3,112,156,7,54.88
07/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,5.3,0,4,96,120,7,37.1
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Multipack,2.89,0,5,106,151,16,46.24
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Multipack,8.83,1,4,84,121,15,132.45
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Single,4.28,0,2,160,197,15,64.2
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,4.83,0,5,135,136,15,72.45
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,3.95,0,3,100,157,12,47.4
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Multipack,1.74,0,5,149,221,18,31.32
07/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,2.04,0,5,162,155,16,32.64
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,8.22,0,5,239,225,20,164.4
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,3.88,0,1,186,223,12,46.56
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,4.64,0,3,118,125,4,18.56
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,7.99,0,4,89,135,9,71.91
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,2.96,0,5,175,201,15,44.4
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,3.54,0,4,0,214,0,0
08/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,2.2,0,4,141,139,14,30.8
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,2.99,0,4,120,154,12,35.88
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,2.17,0,2,234,201,15,32.55
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,2.21,0,2,121,142,9,19.89
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,5.17,0,2,106,169,8,41.36
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,3.07,0,4,185,219,17,52.19
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,6.67,0,3,135,173,9,60.03
08/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,5.25,0,5,204,183,19,99.75
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Multipack,8.4,0,5,0,278,0,0
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Single,4.84,0,1,221,229,28,135.52
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Multipack,8.25,0,3,184,190,24,198
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,7.78,0,4,110,182,16,124.48
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Carton,7.67,0,3,128,172,16,122.72
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Multipack,2.38,1,5,138,185,26,61.88
08/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,7.72,0,3,134,119,17,131.24
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,4.84,0,3,211,180,13,62.92
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,4.35,0,1,163,191,13,56.55
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,5.64,0,2,102,158,7,39.48
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,6.82,0,1,161,193,15,102.3
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,3.19,0,4,205,193,23,73.37
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,5.13,1,2,212,221,29,148.77
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,2.84,0,5,156,140,9,25.56
09/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,6.41,1,4,73,113,10,64.1
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,5.58,0,5,132,204,11,61.38
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,5.82,0,1,249,241,20,116.4
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Single,3.31,0,3,210,191,18,59.58
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,7.78,0,1,183,200,17,132.26
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,8.41,0,3,113,156,7,58.87
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,7.71,0,1,0,167,0,0
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,6.54,0,3,177,178,13,85.02
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,3.09,0,3,134,146,11,33.99
09/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,8.96,0,4,299,266,30,268.8
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Single,7.65,0,4,147,196,15,114.75
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Single,2.8,0,3,107,178,14,39.2
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Multipack,6.88,0,4,166,139,19,130.72
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Carton,7.24,1,1,0,175,0,0
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,3.41,0,1,129,162,8,27.28
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Single,2.3,0,5,98,145,14,32.2
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Multipack,3.9,0,1,156,209,14,54.6
09/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,5.36,0,4,123,180,15,80.4
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Carton,2.15,0,1,102,154,9,19.35
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,4.74,0,5,88,125,7,33.18
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,4.62,1,5,151,231,14,64.68
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,8.27,0,4,102,121,6,49.62
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,4.21,0,2,219,202,17,71.57
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,3.89,0,1,190,215,9,35.01
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,8.54,0,1,187,288,15,128.1
10/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,1.66,1,2,85,87,10,16.6
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,4.74,0,1,121,126,6,28.44
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.57,0,1,181,172,19,48.83
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Single,3.87,1,5,150,174,19,73.53
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,4.2,0,4,89,118,5,21
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,8.45,0,3,229,228,14,118.3
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,3.99,0,3,182,258,13,51.87
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.36,0,2,128,107,11,80.96
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,3.76,0,5,81,113,7,26.32
10/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,7.66,0,3,118,169,9,68.94
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Single,6.13,1,4,141,165,29,177.77
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Multipack,5.16,0,2,125,175,11,56.76
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Single,2.75,1,5,122,122,36,99
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Multipack,4.21,0,1,117,145,17,71.57
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,3.26,0,3,219,185,28,91.28
10/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Carton,7.02,1,1,95,143,24,168.48
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,4.91,0,5,187,175,14,68.74
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,8.97,0,4,174,187,8,71.76
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,4.99,0,5,142,167,10,49.9
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,3.78,0,1,151,197,13,49.14
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,8.75,0,2,40,67,3,26.25
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,5.87,0,4,138,199,7,41.09
11/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,6.12,0,4,159,182,13,79.56
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,3.62,0,3,156,178,11,39.82
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,7.51,0,2,175,174,20,150.2
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,7.44,0,4,100,166,10,74.4
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,7.71,0,1,108,148,6,46.26
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,6.9,0,4,176,285,12,82.8
11/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,5.74,0,2,66,94,5,28.7
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,4.01,1,3,150,185,34,136.34
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Single,7.06,0,2,223,207,28,197.68
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Carton,2.48,0,5,211,255,20,49.6
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Multipack,3.68,1,3,74,98,15,55.2
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,1.81,1,2,108,151,22,39.82
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,6.61,0,1,244,219,33,218.13
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Single,6.4,0,4,253,253,18,115.2
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,8.97,0,1,124,191,15,134.55
11/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Carton,5.56,0,4,171,178,22,122.32
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Carton,7.06,0,1,145,136,8,56.48
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,5.74,0,2,125,157,8,45.92
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,2.06,0,3,202,231,19,39.14
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,7.43,0,4,117,141,11,81.73
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,3.92,0,4,162,140,12,47.04
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,3.66,0,3,238,233,15,54.9
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,8.04,0,4,69,109,4,32.16
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,3.73,0,4,221,228,25,93.25
12/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,5.36,0,5,138,226,10,53.6
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,5.07,0,2,138,146,11,55.77
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,7.21,0,1,144,150,10,72.1
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Single,6.32,0,1,172,185,14,88.48
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,7.45,0,5,198,203,12,89.4
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,2.48,0,3,177,229,14,34.72
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,4.15,0,1,158,165,17,70.55
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,7.35,0,3,151,201,14,102.9
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,3.88,0,5,216,188,17,65.96
12/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.53,0,2,125,148,8,12.24
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,3.67,0,3,193,167,25,91.75
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Multipack,2.19,0,4,133,122,15,32.85
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Carton,6.23,0,5,159,191,19,118.37
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,3.89,0,2,124,164,14,54.46
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,7.01,0,5,134,126,16,112.16
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Carton,3.07,1,2,179,222,31,95.17
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,6.81,0,2,259,224,22,149.82
12/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,5.23,0,2,176,171,14,73.22
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-Central,Multipack,5.06,0,2,178,175,28,141.68
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-North,Multipack,6.06,0,2,228,250,25,151.5
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-South,Carton,5.14,0,4,144,195,20,102.8
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-North,Single,8.17,1,1,47,56,10,81.7
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-South,Single,2.14,1,1,118,125,27,57.78
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Multipack,8.33,0,5,207,235,23,191.59
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Multipack,6.85,0,2,192,202,29,198.65
13/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-South,Carton,5.95,0,2,181,170,19,113.05
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,4.53,0,1,81,120,4,18.12
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,2.57,0,2,173,154,13,33.41
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,4.85,0,5,152,156,11,53.35
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,7.21,0,2,202,179,15,108.15
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,2.58,0,4,110,173,6,15.48
13/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,2.2,0,1,123,203,11,24.2
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,5.76,0,4,147,150,12,69.12
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,7.07,0,1,194,167,26,183.82
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Single,6.52,0,1,119,118,8,52.16
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,7.28,0,1,86,137,5,36.4
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,5.93,0,4,257,218,23,136.39
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,3.95,0,5,77,69,7,27.65
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,5.75,1,4,190,237,31,178.25
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,2.63,0,4,189,187,16,42.08
13/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Multipack,6.6,0,3,162,248,10,66
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,8.17,0,5,119,199,5,40.85
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Carton,1.55,0,1,168,205,12,18.6
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Carton,7.56,0,2,221,200,23,173.88
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Single,5.99,0,5,263,252,22,131.78
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Carton,5.07,0,4,149,166,20,101.4
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,6.43,1,5,120,143,34,218.62
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Single,6.7,0,3,178,181,20,134
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,5.88,1,5,288,264,94,552.72
13/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Carton,8.96,0,4,204,229,17,152.32
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-Central,Carton,6.42,1,3,98,127,23,147.66
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-North,Single,2.87,0,5,196,221,20,57.4
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-South,Carton,7.1,0,1,124,180,18,127.8
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-Central,Single,8.36,0,5,113,144,12,100.32
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-North,Multipack,2.66,0,5,97,115,10,26.6
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-South,Multipack,1.97,1,3,94,89,23,45.31
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Single,7.19,0,4,252,224,29,208.51
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Multipack,5.25,1,2,120,151,32,168
14/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-South,Carton,6.97,0,1,95,130,14,97.58
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,8.8,0,4,188,249,14,123.2
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,4.28,0,3,247,247,20,85.6
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,8.1,0,4,0,218,0,0
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,7.46,0,3,96,143,8,59.68
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,8.36,1,3,163,184,24,200.64
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,7.5,1,4,72,115,7,52.5
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,5.07,0,3,91,141,7,35.49
14/03/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,2,1,4,223,213,52,104
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,6.68,0,4,272,256,14,93.52
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,8.86,0,2,133,205,12,106.32
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Single,4.39,0,2,123,144,13,57.07
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,6.87,0,1,125,177,11,75.57
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,6.34,1,5,142,169,13,82.42
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,1.74,1,2,152,202,27,46.98
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,8.78,0,2,152,151,11,96.58
14/03/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Multipack,4.13,0,4,134,154,8,33.04
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,3.39,0,4,219,215,24,81.36
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Multipack,6.53,0,2,143,171,15,97.95
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Single,5.59,0,1,74,121,9,50.31
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Single,8.84,1,3,104,140,27,238.68
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,4.56,0,4,157,144,17,77.52
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Carton,8.7,0,5,162,169,15,130.5
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Multipack,8.17,0,4,152,152,19,155.23
14/03/2022,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Single,2.83,0,3,286,261,27,76.41
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-Central,Single,1.74,0,1,180,169,21,36.54
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-South,Single,4.73,0,2,98,138,10,47.3
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-Central,Single,4.19,0,3,168,160,28,117.32
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-North,Carton,8.85,0,3,150,175,16,141.6
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-South,Single,4.96,0,4,208,220,24,119.04
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Multipack,7.47,0,1,190,259,22,164.34
15/03/2022,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Multipack,3.13,0,5,305,258,29,90.77
